Country Name,Country Code,Indicator Name,Indicator Code,2011
Mongolia,MNG,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,124.45
Mongolia,MNG,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,116.11
Mongolia,MNG,Surface area (sq. km),AG.SRF.TOTL.K2,1564120
Mongolia,MNG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1485.405
Mongolia,MNG,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2514.440062
Mongolia,MNG,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,14.48455155
Mongolia,MNG,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,53.1
Mongolia,MNG,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Mongolia,MNG,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,43.4
Mongolia,MNG,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Mongolia,MNG,Rural population,SP.RUR.TOTL,868727.0944
Mongolia,MNG,Rural population growth (annual %),SP.RUR.TOTL.ZG,-1.26909426
Mongolia,MNG,Rural population (% of total population),SP.RUR.TOTL.ZS,31.5418
Mongolia,MNG,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,
Mongolia,MNG,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,
Northern Mariana Islands,MNP,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Northern Mariana Islands,MNP,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Northern Mariana Islands,MNP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Northern Mariana Islands,MNP,Agricultural land (sq. km),AG.LND.AGRI.K2,30
Northern Mariana Islands,MNP,Agricultural land (% of land area),AG.LND.AGRI.ZS,6.52173913
Northern Mariana Islands,MNP,Arable land (hectares),AG.LND.ARBL.HA,1000
Northern Mariana Islands,MNP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.018786399
Northern Mariana Islands,MNP,Arable land (% of land area),AG.LND.ARBL.ZS,2.173913043
Northern Mariana Islands,MNP,Land under cereal production (hectares),AG.LND.CREL.HA,
Northern Mariana Islands,MNP,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.173913043
Northern Mariana Islands,MNP,Forest area (sq. km),AG.LND.FRST.K2,301.5
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,65.54347826
Northern Mariana Islands,MNP,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Northern Mariana Islands,MNP,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,
Northern Mariana Islands,MNP,Land area (sq. km),AG.LND.TOTL.K2,460
Northern Mariana Islands,MNP,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Northern Mariana Islands,MNP,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,
Northern Mariana Islands,MNP,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,
Northern Mariana Islands,MNP,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,
Northern Mariana Islands,MNP,Surface area (sq. km),AG.SRF.TOTL.K2,460
Northern Mariana Islands,MNP,Cereal yield (kg per hectare),AG.YLD.CREL.KG,
Northern Mariana Islands,MNP,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
Northern Mariana Islands,MNP,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,
Northern Mariana Islands,MNP,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,96.5
Northern Mariana Islands,MNP,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Northern Mariana Islands,MNP,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Northern Mariana Islands,MNP,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Northern Mariana Islands,MNP,Rural population,SP.RUR.TOTL,4547.22598
Northern Mariana Islands,MNP,Rural population growth (annual %),SP.RUR.TOTL.ZG,-2.460661071
Northern Mariana Islands,MNP,Rural population (% of total population),SP.RUR.TOTL.ZS,8.5426
Northern Mariana Islands,MNP,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,
Northern Mariana Islands,MNP,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,
Mozambique,MOZ,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Mozambique,MOZ,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Mozambique,MOZ,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Mozambique,MOZ,Agricultural land (sq. km),AG.LND.AGRI.K2,494000
Mozambique,MOZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.81950202
Mozambique,MOZ,Arable land (hectares),AG.LND.ARBL.HA,5200000
Mozambique,MOZ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.211542344
Mozambique,MOZ,Arable land (% of land area),AG.LND.ARBL.ZS,6.61257916
Mozambique,MOZ,Land under cereal production (hectares),AG.LND.CREL.HA,2816078
Mozambique,MOZ,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.254329968
Mozambique,MOZ,Forest area (sq. km),AG.LND.FRST.K2,388106
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,49.35349322
Mozambique,MOZ,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Mozambique,MOZ,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1032
Mozambique,MOZ,Land area (sq. km),AG.LND.TOTL.K2,786380
Mozambique,MOZ,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Mozambique,MOZ,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,122.17
Mozambique,MOZ,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,119.51
Mozambique,MOZ,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,102.91
Mozambique,MOZ,Surface area (sq. km),AG.SRF.TOTL.K2,799380
Mozambique,MOZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1041.143
Mozambique,MOZ,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,288.5780987
Mozambique,MOZ,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,30.29244265
Mozambique,MOZ,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,33.2
Mozambique,MOZ,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Mozambique,MOZ,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Mozambique,MOZ,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Mozambique,MOZ,Rural population,SP.RUR.TOTL,16908145.8
Mozambique,MOZ,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.156173591
Mozambique,MOZ,Rural population (% of total population),SP.RUR.TOTL.ZS,68.7844
Mozambique,MOZ,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.84362477
Mozambique,MOZ,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.143068027
Mauritania,MRT,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Mauritania,MRT,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Mauritania,MRT,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Mauritania,MRT,Agricultural land (sq. km),AG.LND.AGRI.K2,397110
Mauritania,MRT,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.52818473
Mauritania,MRT,Arable land (hectares),AG.LND.ARBL.HA,450000
Mauritania,MRT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.121530868
Mauritania,MRT,Arable land (% of land area),AG.LND.ARBL.ZS,0.436596488
Mauritania,MRT,Land under cereal production (hectares),AG.LND.CREL.HA,144885
Mauritania,MRT,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.010672359
Mauritania,MRT,Forest area (sq. km),AG.LND.FRST.K2,2370
Mauritania,MRT,Forest area (% of land area),AG.LND.FRST.ZS,0.229940817
Mauritania,MRT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Mauritania,MRT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,92
Mauritania,MRT,Land area (sq. km),AG.LND.TOTL.K2,1030700
Mauritania,MRT,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Mauritania,MRT,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,133.92
Mauritania,MRT,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,112.41
Mauritania,MRT,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,108.75
Mauritania,MRT,Surface area (sq. km),AG.SRF.TOTL.K2,1030700
Mauritania,MRT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1394.637
Mauritania,MRT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1001.04377
Mauritania,MRT,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,15.52561256
Mauritania,MRT,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,47.7
Mauritania,MRT,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Mauritania,MRT,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Mauritania,MRT,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Mauritania,MRT,Rural population,SP.RUR.TOTL,2165746.079
Mauritania,MRT,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.075648194
Mauritania,MRT,Rural population (% of total population),SP.RUR.TOTL.ZS,58.49
Mauritania,MRT,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.473576814
Mauritania,MRT,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.023959787
Mauritius,MUS,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Mauritius,MUS,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Mauritius,MUS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Mauritius,MUS,Agricultural land (sq. km),AG.LND.AGRI.K2,890
Mauritius,MUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.84236453
Mauritius,MUS,Arable land (hectares),AG.LND.ARBL.HA,78000
Mauritius,MUS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.060650783
Mauritius,MUS,Arable land (% of land area),AG.LND.ARBL.ZS,38.42364532
Mauritius,MUS,Land under cereal production (hectares),AG.LND.CREL.HA,163
Mauritius,MUS,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.97044335
Mauritius,MUS,Forest area (sq. km),AG.LND.FRST.K2,350.2
Mauritius,MUS,Forest area (% of land area),AG.LND.FRST.ZS,17.25123153
Mauritius,MUS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,22.47191011
Mauritius,MUS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2041
Mauritius,MUS,Land area (sq. km),AG.LND.TOTL.K2,2030
Mauritius,MUS,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Mauritius,MUS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,88.07
Mauritius,MUS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,96.89
Mauritius,MUS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,124.08
Mauritius,MUS,Surface area (sq. km),AG.SRF.TOTL.K2,2040
Mauritius,MUS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3901.84
Mauritius,MUS,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,7316.677012
Mauritius,MUS,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,3.582381798
Mauritius,MUS,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,99.7
Mauritius,MUS,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Mauritius,MUS,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Mauritius,MUS,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,8.399999619
Mauritius,MUS,Rural population,SP.RUR.TOTL,748515.1193
Mauritius,MUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.367850326
Mauritius,MUS,Rural population (% of total population),SP.RUR.TOTL.ZS,58.2026
Mauritius,MUS,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.996541323
Mauritius,MUS,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.484708362
Malawi,MWI,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Malawi,MWI,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Malawi,MWI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Malawi,MWI,Agricultural land (sq. km),AG.LND.AGRI.K2,55800
Malawi,MWI,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.18540518
Malawi,MWI,Arable land (hectares),AG.LND.ARBL.HA,3600000
Malawi,MWI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.232896185
Malawi,MWI,Arable land (% of land area),AG.LND.ARBL.ZS,38.18413237
Malawi,MWI,Land under cereal production (hectares),AG.LND.CREL.HA,1874110
Malawi,MWI,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.378871447
Malawi,MWI,Forest area (sq. km),AG.LND.FRST.K2,32040
Malawi,MWI,Forest area (% of land area),AG.LND.FRST.ZS,33.98387781
Malawi,MWI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Malawi,MWI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1181
Malawi,MWI,Land area (sq. km),AG.LND.TOTL.K2,94280
Malawi,MWI,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Malawi,MWI,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,162.1
Malawi,MWI,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,166.85
Malawi,MWI,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,180.48
Malawi,MWI,Surface area (sq. km),AG.SRF.TOTL.K2,118480
Malawi,MWI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2094.312
Malawi,MWI,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,229.924691
Malawi,MWI,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,30.16673534
Malawi,MWI,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,81.7
Malawi,MWI,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Malawi,MWI,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Malawi,MWI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Malawi,MWI,Rural population,SP.RUR.TOTL,13031378.76
Malawi,MWI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.732513907
Malawi,MWI,Rural population (% of total population),SP.RUR.TOTL.ZS,84.3044
Malawi,MWI,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.208116643
Malawi,MWI,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.104912542
Malaysia,MYS,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Malaysia,MYS,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Malaysia,MYS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Malaysia,MYS,Agricultural land (sq. km),AG.LND.AGRI.K2,78700
Malaysia,MYS,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.95373611
Malaysia,MYS,Arable land (hectares),AG.LND.ARBL.HA,1800000
Malaysia,MYS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.062589172
Malaysia,MYS,Arable land (% of land area),AG.LND.ARBL.ZS,5.478618171
Malaysia,MYS,Land under cereal production (hectares),AG.LND.CREL.HA,692707
Malaysia,MYS,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.60767007
Malaysia,MYS,Forest area (sq. km),AG.LND.FRST.K2,203692
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,61.99726069
Malaysia,MYS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Malaysia,MYS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2875
Malaysia,MYS,Land area (sq. km),AG.LND.TOTL.K2,328550
Malaysia,MYS,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Malaysia,MYS,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,117.07
Malaysia,MYS,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,125.14
Malaysia,MYS,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,135.1
Malaysia,MYS,Surface area (sq. km),AG.SRF.TOTL.K2,330800
Malaysia,MYS,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3919.523
Malaysia,MYS,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,9045.923611
Malaysia,MYS,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,11.86963726
Malaysia,MYS,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,98.5
Malaysia,MYS,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Malaysia,MYS,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Malaysia,MYS,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Malaysia,MYS,Rural population,SP.RUR.TOTL,7855799.699
Malaysia,MYS,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.757549432
Malaysia,MYS,Rural population (% of total population),SP.RUR.TOTL.ZS,27.316
Malaysia,MYS,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,2.49073435
Malaysia,MYS,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.160270392
North America,NAC,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
North America,NAC,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,64.19833653
North America,NAC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,115.5712215
North America,NAC,Agricultural land (sq. km),AG.LND.AGRI.K2,4738602.4
North America,NAC,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.97778409
North America,NAC,Arable land (hectares),AG.LND.ARBL.HA,
North America,NAC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.586853236
North America,NAC,Arable land (% of land area),AG.LND.ARBL.ZS,11.13598283
North America,NAC,Land under cereal production (hectares),AG.LND.CREL.HA,70118134
North America,NAC,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.412588613
North America,NAC,Forest area (sq. km),AG.LND.FRST.K2,6145398
North America,NAC,Forest area (% of land area),AG.LND.FRST.ZS,33.6900649
North America,NAC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
North America,NAC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,
North America,NAC,Land area (sq. km),AG.LND.TOTL.K2,18240980
North America,NAC,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
North America,NAC,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,
North America,NAC,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,
North America,NAC,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,
North America,NAC,Surface area (sq. km),AG.SRF.TOTL.K2,19816230
North America,NAC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6189.934942
North America,NAC,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,49813.54008
North America,NAC,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,1.245228086
North America,NAC,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,94.54165113
North America,NAC,Poverty gap at rural poverty line (%),SI.POV.RUGP,
North America,NAC,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
North America,NAC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
North America,NAC,Rural population,SP.RUR.TOTL,61557889.72
North America,NAC,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.508694387
North America,NAC,Rural population (% of total population),SP.RUR.TOTL.ZS,17.784289
North America,NAC,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.984077578
North America,NAC,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.159059547
Namibia,NAM,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Namibia,NAM,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Namibia,NAM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Namibia,NAM,Agricultural land (sq. km),AG.LND.AGRI.K2,388090
Namibia,NAM,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.13891824
Namibia,NAM,Arable land (hectares),AG.LND.ARBL.HA,800000
Namibia,NAM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.360747433
Namibia,NAM,Arable land (% of land area),AG.LND.ARBL.ZS,0.971711062
Namibia,NAM,Land under cereal production (hectares),AG.LND.CREL.HA,301012
Namibia,NAM,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.010931749
Namibia,NAM,Forest area (sq. km),AG.LND.FRST.K2,72158
Namibia,NAM,Forest area (% of land area),AG.LND.FRST.ZS,8.764590849
Namibia,NAM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
Namibia,NAM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,285
Namibia,NAM,Land area (sq. km),AG.LND.TOTL.K2,823290
Namibia,NAM,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Namibia,NAM,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,110.73
Namibia,NAM,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,91.26
Namibia,NAM,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,83.72
Namibia,NAM,Surface area (sq. km),AG.SRF.TOTL.K2,824290
Namibia,NAM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,495.452
Namibia,NAM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
Namibia,NAM,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,
Namibia,NAM,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,90.3
Namibia,NAM,Poverty gap at rural poverty line (%),SI.POV.RUGP,
Namibia,NAM,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
Namibia,NAM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
Namibia,NAM,Rural population,SP.RUR.TOTL,1366256.709
Namibia,NAM,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.832837682
Namibia,NAM,Rural population (% of total population),SP.RUR.TOTL.ZS,61.6092
Namibia,NAM,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.661055554
Namibia,NAM,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.715098987
New Caledonia,NCL,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
New Caledonia,NCL,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
New Caledonia,NCL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
New Caledonia,NCL,Agricultural land (sq. km),AG.LND.AGRI.K2,2510
New Caledonia,NCL,Agricultural land (% of land area),AG.LND.AGRI.ZS,13.73085339
New Caledonia,NCL,Arable land (hectares),AG.LND.ARBL.HA,7000
New Caledonia,NCL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.027556451
New Caledonia,NCL,Arable land (% of land area),AG.LND.ARBL.ZS,0.382932166
New Caledonia,NCL,Land under cereal production (hectares),AG.LND.CREL.HA,972
New Caledonia,NCL,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.273522976
New Caledonia,NCL,Forest area (sq. km),AG.LND.FRST.K2,8390
New Caledonia,NCL,Forest area (% of land area),AG.LND.FRST.ZS,45.89715536
New Caledonia,NCL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,
New Caledonia,NCL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,
New Caledonia,NCL,Land area (sq. km),AG.LND.TOTL.K2,18280
New Caledonia,NCL,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
New Caledonia,NCL,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,74.09
New Caledonia,NCL,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,98.83
New Caledonia,NCL,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,107.98
New Caledonia,NCL,Surface area (sq. km),AG.SRF.TOTL.K2,18580
New Caledonia,NCL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2731.481
New Caledonia,NCL,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,
New Caledonia,NCL,Agriculture   value added (% of GDP),NV.AGR.TOTL.ZS,
New Caledonia,NCL,Improved water source   rural (% of rural population with access),SH.H2O.SAFE.RU.ZS,98.5
New Caledonia,NCL,Poverty gap at rural poverty line (%),SI.POV.RUGP,
New Caledonia,NCL,Poverty headcount ratio at rural poverty line (% of rural population),SI.POV.RUHC,
New Caledonia,NCL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,
New Caledonia,NCL,Rural population,SP.RUR.TOTL,97150.97075
New Caledonia,NCL,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.97669082
New Caledonia,NCL,Rural population (% of total population),SP.RUR.TOTL.ZS,38.2448
New Caledonia,NCL,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.640267051
New Caledonia,NCL,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.078554091
Niger,NER,Agricultural machinery   tractors,AG.AGR.TRAC.NO,
Niger,NER,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,
Niger,NER,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,
Niger,NER,Agricultural land (sq. km),AG.LND.AGRI.K2,437820
Niger,NER,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.56382727
Niger,NER,Arable land (hectares),AG.LND.ARBL.HA,14940000
Niger,NER,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.904825993
Niger,NER,Arable land (% of land area),AG.LND.ARBL.ZS,11.79442646
Niger,NER,Land under cereal production (hectares),AG.LND.CREL.HA,9976768
Niger,NER,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.047367175
Niger,NER,Forest area (sq. km),AG.LND.FRST.K2,11916
Niger,NER,Forest area (% of land area),AG.LND.FRST.ZS,0.940712087
Niger,NER,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0.218240373
Niger,NER,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,151
Niger,NER,Land area (sq. km),AG.LND.TOTL.K2,1266700
Niger,NER,Agricultural machinery   tractors per 100 sq. km of arable land,AG.LND.TRAC.ZS,
Niger,NER,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,153.47
Niger,NER,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,141.41
Niger,NER,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,121.53
